index,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
616,Maruti Swift Dzire,Maruti,Swift Dzire,6,84003,Individual,Diesel,Manual,26.59,1248,1,5,530000
9956,Datsun GO,Datsun,GO,7,34540,Dealer,Petrol,Manual,19.02,1198,1,5,315000
11854,Skoda Octavia,Skoda,Octavia,8,76000,Dealer,Petrol,Automatic,14.7,1798,3,5,780000
12019,Maruti Baleno,Maruti,Baleno,2,9500,Dealer,Petrol,Manual,21.01,1197,2,5,585000
13052,Maruti Ciaz,Maruti,Ciaz,4,62000,Dealer,Diesel,Manual,28.09,1248,2,5,765000
12623,Honda City,Honda,City,10,39000,Dealer,Petrol,Manual,17.0,1497,2,5,349000
8599,Maruti Alto,Maruti,Alto,5,42540,Dealer,Petrol,Manual,22.74,796,1,5,290000
13211,Honda City,Honda,City,5,85000,Individual,Diesel,Manual,26.0,1498,2,5,900000
19283,Maruti Vitara,Maruti,Vitara,3,34879,Dealer,Diesel,Automatic,24.3,1248,2,5,1090000
9364,Hyundai Creta,Hyundai,Creta,6,85000,Individual,Diesel,Manual,19.67,1582,3,5,860000
15821,Hyundai Santro,Hyundai,Santro,9,47000,Individual,Petrol,Manual,17.92,1086,1,5,260000
8226,Mahindra Bolero,Mahindra,Bolero,9,60000,Individual,Diesel,Manual,15.96,2523,1,9,500000
2121,Hyundai Grand,Hyundai,Grand,6,38597,Dealer,Diesel,Manual,24.0,1120,1,5,491000
867,Tata Tiago,Tata,Tiago,4,35000,Individual,Diesel,Manual,27.28,1047,1,5,450000
10482,Maruti Alto,Maruti,Alto,9,61043,Dealer,Petrol,Manual,19.7,796,1,5,210000
1359,BMW X1,BMW,X1,9,50000,Individual,Diesel,Automatic,17.05,1995,3,5,1200000
16644,Ford Figo,Ford,Figo,5,70000,Individual,Diesel,Manual,25.83,1498,2,5,270000
1766,Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Manual,12.05,2179,2,9,600000
8611,Honda Jazz,Honda,Jazz,5,42000,Dealer,Petrol,Automatic,17.1,1199,2,5,660000
13873,Maruti Swift,Maruti,Swift,4,40000,Dealer,Petrol,Manual,22.0,1197,2,5,515000
16858,Hyundai Venue,Hyundai,Venue,1,5000,Individual,Petrol,Manual,18.27,998,2,5,1050000
3865,Audi A6,Audi,A6,10,105000,Individual,Diesel,Automatic,12.4,2698,3,5,857000
6710,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,1,5,600000
6079,Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Automatic,28.4,1248,1,5,793000
4250,Honda City,Honda,City,6,70000,Individual,Diesel,Manual,26.0,1498,2,5,650000
19192,Ford Figo,Ford,Figo,8,63000,Dealer,Diesel,Manual,20.0,1399,1,5,345000
17627,Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Dealer,Petrol,Manual,22.0,1197,2,5,645000
9593,Maruti Vitara,Maruti,Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,2,5,600000
7004,Maruti Baleno,Maruti,Baleno,5,34000,Dealer,Petrol,Manual,21.4,1197,2,5,550000
14608,Hyundai i20,Hyundai,i20,7,80000,Individual,Diesel,Manual,21.9,1396,2,5,350000
9467,Maruti Celerio,Maruti,Celerio,6,50000,Individual,Petrol,Manual,23.1,998,1,5,305000
13076,Maruti Celerio,Maruti,Celerio,3,20067,Dealer,Petrol,Manual,23.1,998,1,5,410000
3598,Maruti Swift Dzire,Maruti,Swift Dzire,5,150000,Dealer,Diesel,Manual,23.4,1248,1,5,330000
5068,Maruti Baleno,Maruti,Baleno,5,30000,Individual,Petrol,Automatic,21.4,1197,2,5,620000
9650,Honda City,Honda,City,7,45000,Dealer,Petrol,Manual,17.8,1497,2,5,525000
11206,Hyundai Verna,Hyundai,Verna,2,9915,Dealer,Diesel,Automatic,22.0,1582,3,5,1590000
11502,Ford Figo,Ford,Figo,7,88000,Individual,Diesel,Manual,20.0,1399,1,5,240000
13051,Audi Q7,Audi,Q7,8,48000,Dealer,Diesel,Automatic,12.07,2967,4,7,2011000
2023,Maruti Wagon R,Maruti,Wagon R,6,55000,Dealer,CNG,Manual,33.54,998,1,5,335000
14458,Ford Ecosport,Ford,Ecosport,8,47000,Dealer,Diesel,Manual,22.7,1498,2,5,465000
16552,Maruti Swift,Maruti,Swift,8,51200,Dealer,Petrol,Manual,16.1,1197,2,5,470000
13480,Hyundai i20,Hyundai,i20,7,60000,Individual,Diesel,Manual,22.54,1396,2,5,450000
9509,Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,1,5,450000
3809,Maruti Alto,Maruti,Alto,10,9000,Dealer,Petrol,Manual,19.7,796,1,5,160000
16795,Hyundai Verna,Hyundai,Verna,9,58000,Dealer,Diesel,Manual,22.32,1582,3,5,625000
2883,Volkswagen Polo,Volkswagen,Polo,3,11000,Dealer,Diesel,Manual,21.49,1498,2,5,875000
7935,Volkswagen Polo,Volkswagen,Polo,11,70000,Individual,Diesel,Manual,19.7,1598,2,5,235000
3905,Hyundai i20,Hyundai,i20,9,66259,Dealer,Diesel,Manual,21.9,1396,2,5,435000
5546,Maruti Ciaz,Maruti,Ciaz,6,55000,Dealer,Diesel,Manual,28.09,1248,2,5,625000
7681,Renault Duster,Renault,Duster,6,80000,Individual,Diesel,Manual,20.45,1461,2,5,630000
10619,Maruti Wagon R,Maruti,Wagon R,9,37000,Individual,Petrol,Manual,18.9,998,1,5,250000
9310,Maruti Ciaz,Maruti,Ciaz,5,18000,Dealer,Petrol,Manual,20.73,1373,2,5,525000
2522,Mahindra Bolero,Mahindra,Bolero,18,120000,Individual,Diesel,Manual,13.6,2523,1,7,100000
17868,Tata Tiago,Tata,Tiago,4,51171,Dealer,Diesel,Manual,27.28,1047,1,5,400000
2364,Maruti Alto,Maruti,Alto,4,34153,Dealer,Petrol,Manual,24.7,796,1,5,320000
542,Maruti Swift Dzire,Maruti,Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,2,5,230000
18601,Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26.0,1498,2,5,525000
7288,Maruti Swift Dzire,Maruti,Swift Dzire,4,51000,Dealer,Diesel,Manual,26.59,1248,1,5,700000
13401,Skoda Rapid,Skoda,Rapid,8,54000,Dealer,Diesel,Manual,20.5,1598,2,5,365000
19024,Maruti Celerio,Maruti,Celerio,4,31000,Dealer,Petrol,Manual,21.63,998,1,5,499000
11778,Maruti Wagon R,Maruti,Wagon R,3,3944,Trustmark Dealer,Petrol,Automatic,20.51,998,1,5,485000
9705,Ford Ecosport,Ford,Ecosport,5,59000,Dealer,Diesel,Manual,23.0,1498,2,5,610000
13226,Kia Seltos,Kia,Seltos,1,8000,Dealer,Petrol,Manual,16.8,1497,2,5,1290000
16338,Renault KWID,Renault,KWID,4,35000,Dealer,Petrol,Automatic,24.04,999,1,5,405000
12857,Maruti Swift Dzire,Maruti,Swift Dzire,9,100000,Individual,Diesel,Manual,19.3,1248,1,5,300000
9962,Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Manual,25.17,799,1,5,450000
2351,Honda City,Honda,City,7,70000,Dealer,Diesel,Manual,26.0,1498,2,5,540000
12718,Maruti Ertiga,Maruti,Ertiga,9,58000,Dealer,Diesel,Manual,20.77,1248,2,7,395000
4946,Maruti Alto,Maruti,Alto,9,55294,Individual,Petrol,Manual,20.92,998,1,5,251000
7658,Hyundai Verna,Hyundai,Verna,11,122661,Individual,Petrol,Manual,16.2,1599,2,5,150000
5444,Volkswagen Polo,Volkswagen,Polo,5,98000,Dealer,Diesel,Manual,20.14,1498,2,5,599000
7038,Honda Amaze,Honda,Amaze,8,97000,Individual,Diesel,Manual,25.8,1498,2,5,365000
11588,Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,2,5,700000
16505,Toyota Innova,Toyota,Innova,8,160000,Dealer,Diesel,Manual,12.99,2494,2,8,1175000
11804,Hyundai i20,Hyundai,i20,6,68237,Dealer,Petrol,Manual,18.6,1197,2,5,490000
4037,Maruti Baleno,Maruti,Baleno,3,80000,Individual,Diesel,Manual,27.39,1248,1,5,700000
4111,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,110500,Dealer,Petrol,Automatic,11.74,1796,3,5,900000
7495,BMW 3,BMW,3,10,90000,Dealer,Diesel,Automatic,13.2,1995,3,5,1175000
3350,Hyundai Verna,Hyundai,Verna,11,72000,Dealer,Diesel,Manual,16.2,1493,2,5,410000
11394,Maruti Swift Dzire,Maruti,Swift Dzire,3,15000,Individual,Petrol,Automatic,21.21,1197,2,5,680000
12853,Maruti Eeco,Maruti,Eeco,6,52000,Dealer,CNG,Manual,20.88,1196,1,5,245000
8354,Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,3,5,975000
15706,Renault KWID,Renault,KWID,3,21000,Dealer,Petrol,Automatic,24.04,999,1,5,450000
12509,Volkswagen Polo,Volkswagen,Polo,9,90000,Individual,Diesel,Manual,22.07,1199,1,5,210000
8238,Maruti Alto,Maruti,Alto,2,6944,Dealer,Petrol,Manual,23.95,998,1,5,465000
9588,Mahindra XUV500,Mahindra,XUV500,5,40000,Individual,Diesel,Manual,16.0,2179,3,7,1150000
9899,Hyundai Grand,Hyundai,Grand,3,70000,Individual,Diesel,Manual,24.0,1186,1,5,430000
8439,Renault KWID,Renault,KWID,3,48500,Dealer,Petrol,Manual,23.01,999,1,5,385000
10289,BMW 3,BMW,3,4,52000,Dealer,Diesel,Automatic,19.59,1995,3,5,3300000
4495,Maruti Ertiga,Maruti,Ertiga,9,67235,Dealer,Diesel,Manual,25.47,1248,2,7,610000
9731,Maruti Wagon R,Maruti,Wagon R,21,80000,Individual,Petrol,Manual,18.9,998,1,5,40000
13973,Hyundai Grand,Hyundai,Grand,5,6200,Individual,Petrol,Manual,18.9,1197,2,5,410000
4978,Isuzu D-Max,Isuzu,D-Max,4,51000,Individual,Diesel,Manual,12.4,2499,3,5,1250000
12190,Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,2,7,450000
10222,Hyundai i10,Hyundai,i10,9,13000,Dealer,Petrol,Manual,20.36,1197,2,5,340000
7801,Skoda Octavia,Skoda,Octavia,11,300000,Individual,Diesel,Manual,18.7,1896,1,5,400000
2073,Mahindra Scorpio,Mahindra,Scorpio,7,46000,Dealer,Diesel,Manual,15.4,2523,1,9,825000
17672,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,17000,Dealer,Diesel,Automatic,19.27,2143,3,5,3350000
10599,Maruti Vitara,Maruti,Vitara,4,100000,Individual,Diesel,Manual,24.3,1248,2,5,760000
17761,Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,23.95,998,1,5,310000
19055,Honda City,Honda,City,6,15500,Individual,Petrol,Manual,17.4,1497,2,5,830000
743,Audi Q7,Audi,Q7,8,28000,Dealer,Diesel,Automatic,12.07,2967,4,7,2650000
1679,Hyundai Creta,Hyundai,Creta,5,70000,Individual,Petrol,Manual,15.29,1591,3,5,815000
5896,Hyundai Creta,Hyundai,Creta,5,88000,Dealer,Diesel,Automatic,17.01,1582,3,5,1245000
7151,Maruti Alto,Maruti,Alto,15,55000,Dealer,Petrol,Manual,19.7,796,1,5,95000
9151,Toyota Fortuner,Toyota,Fortuner,6,132000,Dealer,Diesel,Manual,12.55,2982,3,7,1600000
6627,Honda City,Honda,City,5,80000,Individual,Petrol,Manual,17.8,1497,2,5,650000
16810,Maruti Vitara,Maruti,Vitara,4,20000,Dealer,Diesel,Manual,24.3,1248,2,5,800000
7534,Hyundai Grand,Hyundai,Grand,6,50000,Individual,Diesel,Manual,24.0,1120,1,5,470000
6730,Maruti Swift,Maruti,Swift,6,106452,Dealer,Diesel,Manual,22.9,1248,1,5,525000
3511,Honda City,Honda,City,5,36070,Dealer,Petrol,Manual,16.8,1497,2,5,754000
2492,Audi Q7,Audi,Q7,6,72000,Dealer,Diesel,Automatic,12.07,2967,4,7,2900000
8296,Maruti Ciaz,Maruti,Ciaz,2,13682,Dealer,Petrol,Manual,21.56,1462,2,5,850000
8252,Maruti Wagon R,Maruti,Wagon R,7,48000,Dealer,Petrol,Manual,18.9,998,1,5,320000
15208,Maruti Vitara,Maruti,Vitara,5,50000,Dealer,Diesel,Manual,24.3,1248,2,5,800000
11302,Maruti Swift Dzire,Maruti,Swift Dzire,6,50000,Dealer,Petrol,Manual,20.85,1197,2,5,450000
8388,Ford Ecosport,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,2,5,715000
12503,Honda WR-V,Honda,WR-V,4,35000,Dealer,Petrol,Manual,17.5,1199,2,5,765000
13850,Toyota Fortuner,Toyota,Fortuner,8,52000,Individual,Diesel,Manual,12.55,2982,3,7,1400000
9846,Maruti Alto,Maruti,Alto,19,54000,Dealer,Petrol,Manual,19.7,796,1,5,90000
4500,Ford Ecosport,Ford,Ecosport,8,69141,Dealer,Diesel,Manual,22.7,1498,2,5,525000
16402,Maruti Alto,Maruti,Alto,7,53000,Dealer,Petrol,Manual,23.95,998,1,5,290000
3218,Ford Figo,Ford,Figo,8,46000,Dealer,Diesel,Manual,20.0,1399,1,5,294000
8287,Skoda Octavia,Skoda,Octavia,7,65000,Dealer,Diesel,Automatic,19.3,1968,3,5,1250000
13764,Tata Tigor,Tata,Tigor,2,40000,Dealer,Diesel,Manual,24.7,1047,1,5,529000
12791,Maruti Swift,Maruti,Swift,5,45000,Dealer,Petrol,Manual,20.4,1197,2,5,435000
11547,Hyundai i20,Hyundai,i20,10,62540,Dealer,Petrol,Manual,18.5,1197,2,5,270000
3260,Jeep Compass,Jeep,Compass,4,35000,Individual,Diesel,Manual,17.1,1956,3,5,1600000
4334,Maruti Ertiga,Maruti,Ertiga,4,19000,Dealer,Diesel,Manual,24.52,1248,2,7,895000
5804,Hyundai Santro,Hyundai,Santro,8,150624,Dealer,LPG,Manual,13.45,1086,1,5,270000
4839,Maruti Baleno,Maruti,Baleno,4,23000,Dealer,Petrol,Manual,21.01,1197,2,5,600000
16764,Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Diesel,Manual,20.5,1598,2,5,525000
2046,Tata Nexon,Tata,Nexon,3,33000,Dealer,Diesel,Automatic,21.5,1497,2,5,951000
10189,Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,1,5,530000
14703,Maruti Celerio,Maruti,Celerio,6,57226,Dealer,Petrol,Automatic,23.1,998,1,5,450000
17216,Hyundai i20,Hyundai,i20,6,70000,Individual,Diesel,Manual,22.54,1396,2,5,440000
11048,Maruti Wagon R,Maruti,Wagon R,6,27300,Dealer,Petrol,Manual,20.52,1197,2,5,319000
2578,Maruti Vitara,Maruti,Vitara,4,67000,Dealer,Diesel,Manual,24.3,1248,2,5,800000
3522,Maruti Alto,Maruti,Alto,12,55274,Dealer,Petrol,Manual,19.7,796,1,5,145000
17608,Maruti Alto,Maruti,Alto,10,68000,Dealer,Petrol,Manual,20.92,998,1,5,265000
16531,Maruti Baleno,Maruti,Baleno,2,10000,Individual,Petrol,Manual,21.01,1197,2,5,550000
13073,Maruti Swift,Maruti,Swift,2,22000,Dealer,Diesel,Manual,28.4,1248,1,5,680000
11344,Maruti Wagon R,Maruti,Wagon R,4,3192,Dealer,Petrol,Manual,20.51,998,1,5,415000
10019,Honda City,Honda,City,8,47000,Dealer,Petrol,Manual,16.8,1497,2,5,400000
12915,Honda Amaze,Honda,Amaze,6,33000,Dealer,Petrol,Manual,18.0,1198,2,5,425000
6161,Honda City,Honda,City,8,52438,Dealer,Petrol,Manual,16.9,1497,2,5,420000
18138,Mahindra XUV500,Mahindra,XUV500,7,90000,Individual,Diesel,Manual,15.1,2179,3,7,780000
10822,Maruti Ertiga,Maruti,Ertiga,5,50000,Individual,Petrol,Manual,17.5,1373,2,7,700000
1564,Volkswagen Vento,Volkswagen,Vento,7,96000,Individual,Petrol,Manual,15.04,1598,2,5,390000
358,Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Petrol,Manual,18.9,1197,2,5,325000
12082,Hyundai Grand,Hyundai,Grand,4,35000,Individual,CNG,Manual,18.9,1197,2,5,430000
15714,Hyundai i20,Hyundai,i20,9,71000,Dealer,Petrol,Manual,17.0,1197,2,5,410000
1077,Maruti Wagon R,Maruti,Wagon R,12,120000,Individual,LPG,Manual,17.3,1061,1,5,110000
6044,Hyundai i20,Hyundai,i20,7,75000,Dealer,Diesel,Manual,22.54,1396,2,5,530000
18018,Toyota Innova,Toyota,Innova,6,172000,Dealer,Diesel,Manual,12.99,2494,2,7,1179000
8626,Datsun GO,Datsun,GO,6,73000,Dealer,Petrol,Manual,20.63,1198,1,5,350000
4417,Maruti Swift,Maruti,Swift,10,32000,Dealer,Petrol,Manual,18.6,1197,2,5,350000
8175,Maruti Alto,Maruti,Alto,7,10595,Dealer,Petrol,Automatic,23.95,998,1,5,325000
15719,Hyundai Verna,Hyundai,Verna,3,50000,Individual,Diesel,Automatic,22.0,1582,3,5,1050000
13092,Hyundai i20,Hyundai,i20,11,68523,Dealer,Petrol,Manual,17.0,1197,2,5,245000
143,Hyundai Creta,Hyundai,Creta,4,102000,Dealer,Diesel,Automatic,17.01,1582,3,5,1100000
19193,Maruti Ignis,Maruti,Ignis,3,5000,Individual,Petrol,Automatic,20.89,1197,2,5,570000
3842,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,88000,Dealer,Diesel,Automatic,14.84,2143,3,5,1150000
6329,Toyota Innova,Toyota,Innova,5,100000,Individual,Diesel,Manual,13.68,2393,3,8,1600000
5778,Tata Hexa,Tata,Hexa,2,15000,Individual,Diesel,Manual,17.6,2179,3,7,1425000
19445,Maruti Swift,Maruti,Swift,5,10000,Dealer,Petrol,Manual,22.0,1197,2,5,465000
8405,Hyundai Grand,Hyundai,Grand,6,54507,Dealer,Petrol,Manual,18.9,1197,2,5,485000
6262,Hyundai Creta,Hyundai,Creta,4,48001,Dealer,Diesel,Manual,21.38,1396,2,5,1025000
14596,Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Manual,24.7,796,1,5,300000
15338,Mahindra XUV500,Mahindra,XUV500,9,73615,Dealer,Diesel,Manual,15.1,2179,3,7,625000
8336,Maruti Swift,Maruti,Swift,5,84000,Dealer,Diesel,Manual,28.4,1248,1,5,600000
13225,Maruti Ciaz,Maruti,Ciaz,2,14000,Dealer,Petrol,Manual,21.56,1462,2,5,825000
1351,Maruti Alto,Maruti,Alto,9,10000,Individual,Petrol,Manual,20.92,998,1,5,225000
4258,Maruti Ertiga,Maruti,Ertiga,7,40000,Dealer,CNG,Manual,17.5,1373,2,7,600000
7875,Hyundai Grand,Hyundai,Grand,7,53000,Dealer,Diesel,Manual,24.0,1120,1,5,480000
6114,Hyundai Grand,Hyundai,Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,2,5,540000
13450,Honda City,Honda,City,5,75000,Dealer,Petrol,Manual,17.8,1497,2,5,685000
9078,Volkswagen Polo,Volkswagen,Polo,2,12600,Dealer,Petrol,Manual,16.2,1199,1,5,625000
1324,Maruti Ciaz,Maruti,Ciaz,4,63500,Dealer,Diesel,Manual,28.09,1248,2,5,665000
6037,Nissan X-Trail,Nissan,X-Trail,10,110000,Individual,Diesel,Manual,14.42,1995,3,5,1100000
6534,Maruti Ertiga,Maruti,Ertiga,6,55000,Dealer,Diesel,Manual,20.77,1248,2,7,735000
9812,Hyundai Santro,Hyundai,Santro,10,38000,Dealer,Petrol,Manual,17.92,1086,1,5,129000
5820,Hyundai i20,Hyundai,i20,6,85000,Dealer,Diesel,Manual,22.54,1396,2,5,610000
182,Maruti Swift,Maruti,Swift,6,65000,Dealer,Diesel,Manual,28.4,1248,1,5,495000
10996,Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,1,5,160000
11058,Hyundai Verna,Hyundai,Verna,2,65000,Dealer,Diesel,Automatic,22.0,1582,3,5,1100000
583,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Manual,17.0,1591,3,5,1030000
19505,Hyundai Grand,Hyundai,Grand,6,30000,Individual,Petrol,Manual,18.9,1197,2,5,450000
17401,Toyota Innova,Toyota,Innova,8,161823,Dealer,Diesel,Manual,12.99,2494,2,8,790000
6555,Maruti Vitara,Maruti,Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,2,5,900000
7419,Mahindra Thar,Mahindra,Thar,2,12800,Individual,Diesel,Manual,16.55,2498,2,6,999000
18910,Volkswagen Polo,Volkswagen,Polo,5,24000,Dealer,Petrol,Automatic,17.2,1197,2,5,700000
2268,Maruti Celerio,Maruti,Celerio,5,16000,Dealer,Petrol,Automatic,23.1,998,1,5,445000
8195,Volvo S90,Volvo,S90,4,40000,Dealer,Diesel,Automatic,18.0,1969,3,5,3850000
4011,Mahindra XUV300,Mahindra,XUV300,2,4000,Individual,Petrol,Manual,17.0,1197,2,5,890000
5685,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,72000,Dealer,Diesel,Automatic,15.8,2143,3,5,1275000
93,Ford Aspire,Ford,Aspire,4,30000,Individual,Petrol,Manual,18.16,1196,2,5,480000
15849,Hyundai i20,Hyundai,i20,4,60000,Dealer,Petrol,Manual,18.6,1197,2,5,595000
18644,Jaguar XF,Jaguar,XF,9,105000,Dealer,Diesel,Automatic,14.74,2993,4,5,1900000
5996,Maruti Swift,Maruti,Swift,6,68297,Dealer,Diesel,Manual,25.2,1248,1,5,650000
6124,Honda City,Honda,City,6,120000,Individual,Diesel,Manual,25.1,1498,2,5,787000
6198,Maruti Swift Dzire,Maruti,Swift Dzire,11,110000,Individual,Diesel,Manual,19.3,1248,1,5,280000
18475,Skoda Rapid,Skoda,Rapid,6,100000,Dealer,Petrol,Manual,15.0,1598,2,5,485000
16224,Honda Amaze,Honda,Amaze,6,63000,Dealer,Diesel,Manual,25.8,1498,2,5,455000
1135,Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,2,5,565000
15098,Maruti Celerio,Maruti,Celerio,6,51127,Dealer,Petrol,Automatic,23.1,998,1,5,475000
9860,Mahindra Scorpio,Mahindra,Scorpio,4,56000,Individual,Diesel,Manual,15.4,2179,2,7,1200000
5427,Hyundai i10,Hyundai,i10,9,54943,Dealer,Petrol,Manual,20.36,1197,2,5,280000
3998,Renault KWID,Renault,KWID,2,40000,Individual,Petrol,Manual,25.17,799,1,5,325000
12273,Mahindra Scorpio,Mahindra,Scorpio,6,60000,Dealer,Diesel,Manual,15.4,2179,2,7,925000
18505,Maruti Swift,Maruti,Swift,11,78000,Dealer,Diesel,Manual,28.4,1248,1,5,255000
16926,Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,23.01,999,1,5,310000
8265,Hyundai i20,Hyundai,i20,11,90000,Individual,Petrol,Manual,17.0,1197,2,5,320000
16213,Hyundai i20,Hyundai,i20,3,5436,Dealer,Petrol,Manual,18.6,1197,2,5,875000
10897,Hyundai Grand,Hyundai,Grand,2,25000,Individual,Petrol,Manual,18.9,1197,2,5,550000
18877,Honda Jazz,Honda,Jazz,6,19567,Dealer,Petrol,Manual,18.7,1199,2,5,575000
12318,Maruti Vitara,Maruti,Vitara,4,68100,Dealer,Diesel,Manual,24.3,1248,2,5,675000
440,Maruti Celerio,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,1,5,340000
16786,Maruti Ciaz,Maruti,Ciaz,4,40000,Individual,Diesel,Manual,28.09,1248,2,5,800000
18014,Hyundai Elantra,Hyundai,Elantra,3,22000,Dealer,Petrol,Manual,14.59,1999,3,5,1125000
5417,Mahindra Scorpio,Mahindra,Scorpio,14,75823,Dealer,Diesel,Manual,10.5,2179,2,8,310000
1927,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,177000,Individual,Diesel,Automatic,14.21,2143,4,5,1600000
16221,Maruti Dzire VXI,Maruti,Dzire VXI,4,30500,Dealer,Petrol,Automatic,24.12,1197,2,5,675000
11096,Hyundai Elantra,Hyundai,Elantra,8,130600,Dealer,Diesel,Manual,22.7,1582,3,5,525000
16578,Hyundai Grand,Hyundai,Grand,4,29945,Dealer,Petrol,Automatic,18.9,1197,2,5,625000
10911,Maruti Ertiga,Maruti,Ertiga,4,79000,Dealer,Diesel,Manual,20.77,1248,2,7,850000
9079,Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Diesel,Manual,26.59,1248,1,5,450000
2753,Maruti Ciaz,Maruti,Ciaz,5,53000,Dealer,Petrol,Manual,20.73,1373,2,5,635000
8784,Maruti Alto,Maruti,Alto,9,25000,Individual,Petrol,Manual,20.92,998,1,5,200000
16288,Maruti Ignis,Maruti,Ignis,3,25000,Individual,Petrol,Manual,20.89,1197,2,5,492000
3957,Maruti Wagon R,Maruti,Wagon R,4,25649,Dealer,Petrol,Automatic,21.5,1197,2,5,470000
8893,Toyota Innova,Toyota,Innova,3,40000,Dealer,Diesel,Manual,13.68,2393,3,7,1875000
7583,Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,2,5,245000
13985,Honda City,Honda,City,7,60000,Dealer,Diesel,Manual,26.0,1498,2,5,500000
5392,Renault KWID,Renault,KWID,6,68000,Dealer,Petrol,Manual,25.17,799,1,5,325000
17085,Hyundai Santro,Hyundai,Santro,2,5000,Dealer,Petrol,Manual,20.3,1086,1,5,600000
11912,Honda City,Honda,City,6,54000,Dealer,Petrol,Manual,17.8,1497,2,5,610000
12625,Ford Figo,Ford,Figo,8,76091,Dealer,Diesel,Manual,20.0,1399,1,5,245000
11415,Hyundai Verna,Hyundai,Verna,9,40000,Individual,Petrol,Manual,17.1,1591,3,5,389000
1851,Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,22.9,1248,1,5,285000
15950,Hyundai Grand,Hyundai,Grand,3,10000,Dealer,Petrol,Manual,18.9,1197,2,5,475000
11601,Datsun GO,Datsun,GO,6,14000,Dealer,Petrol,Automatic,18.57,1198,2,7,265000
7888,Toyota Innova,Toyota,Innova,3,80000,Individual,Diesel,Manual,13.68,2393,3,7,2000000
11518,Honda City,Honda,City,10,17000,Individual,Petrol,Automatic,16.8,1497,2,5,400000
18263,Maruti Alto,Maruti,Alto,1,7000,Individual,Petrol,Manual,22.05,796,1,5,365000
15931,Maruti Celerio,Maruti,Celerio,5,36545,Dealer,Petrol,Manual,23.1,998,1,5,450000
13105,Maruti Baleno,Maruti,Baleno,5,32000,Dealer,Petrol,Manual,21.4,1197,2,5,620000
13554,Volvo XC90,Volvo,XC90,5,85000,Dealer,Diesel,Automatic,17.2,1969,4,7,4100000
7435,Maruti Vitara,Maruti,Vitara,4,47000,Dealer,Diesel,Manual,24.3,1248,2,5,950000
18183,Mahindra Thar,Mahindra,Thar,4,42000,Dealer,Diesel,Manual,16.55,2498,2,6,795000
2514,Renault KWID,Renault,KWID,4,54000,Dealer,Petrol,Automatic,24.04,999,1,5,345000
2503,Maruti Ertiga,Maruti,Ertiga,4,65000,Dealer,CNG,Manual,26.08,1462,2,7,740000
5177,Maruti Vitara,Maruti,Vitara,3,13666,Dealer,Diesel,Automatic,24.3,1248,2,5,939000
14819,Toyota Innova,Toyota,Innova,6,51452,Dealer,Diesel,Manual,12.99,2494,2,8,1095000
10385,Ford Ecosport,Ford,Ecosport,4,36000,Dealer,Diesel,Manual,21.7,1498,2,5,850000
5659,Maruti Alto,Maruti,Alto,12,60000,Individual,Petrol,Manual,19.7,796,1,5,106000
26,Maruti Alto,Maruti,Alto,8,25000,Dealer,Petrol,Manual,20.92,998,1,5,230000
