index,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
419,Maruti Wagon R,Maruti,Wagon R,2,30000,Individual,Petrol,Manual,20.52,1197,2,5,500000
7593,Volkswagen Vento,Volkswagen,Vento,10,58733,Dealer,Diesel,Manual,20.54,1598,2,5,385000
18596,Volkswagen Polo,Volkswagen,Polo,2,45000,Dealer,Petrol,Manual,17.74,999,2,5,650000
19320,Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26.0,1498,2,5,500000
8295,Maruti Celerio,Maruti,Celerio,3,5000,Individual,Petrol,Automatic,21.63,998,1,5,535000
14492,Maruti Swift Dzire,Maruti,Swift Dzire,3,56000,Dealer,Petrol,Manual,22.0,1197,2,5,575000
11378,Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,2,5,500000
18645,Honda City,Honda,City,5,77694,Dealer,Petrol,Manual,17.8,1497,2,5,795000
7187,Toyota Innova,Toyota,Innova,15,145000,Dealer,Diesel,Manual,12.8,2494,2,7,355000
6005,Maruti Wagon R,Maruti,Wagon R,6,62400,Dealer,Petrol,Manual,18.9,998,1,5,370000
5080,Honda WR-V,Honda,WR-V,3,19790,Dealer,Petrol,Manual,17.5,1199,2,5,770000
5563,Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,13.5,2179,2,5,400000
8891,Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,2,5,810000
13567,BMW 3,BMW,3,4,18000,Dealer,Diesel,Automatic,22.69,1995,3,5,2800000
8396,Maruti Wagon R,Maruti,Wagon R,4,86000,Dealer,Petrol,Manual,18.9,998,1,5,410000
10588,Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,2,6,500000
14316,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,25000,Dealer,Diesel,Automatic,13.5,2987,4,5,5700000
6172,Maruti Ciaz,Maruti,Ciaz,6,70000,Individual,Diesel,Manual,28.09,1248,2,5,475000
11838,Renault Duster,Renault,Duster,8,65000,Dealer,Diesel,Manual,19.01,1461,2,5,390000
19341,Audi A6,Audi,A6,7,33000,Dealer,Diesel,Automatic,17.68,1968,3,5,1775000
16294,Maruti Vitara,Maruti,Vitara,4,52000,Dealer,Diesel,Manual,24.3,1248,2,5,695000
4072,Volkswagen Polo,Volkswagen,Polo,7,68000,Dealer,Diesel,Manual,15.11,1598,2,5,485000
252,Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,Individual,Petrol,Manual,17.5,1298,2,5,275000
9415,Tata Nexon,Tata,Nexon,4,20000,Individual,Petrol,Manual,17.0,1198,2,5,550000
11455,Maruti Swift,Maruti,Swift,6,62500,Individual,Diesel,Manual,25.2,1248,1,5,460000
14407,Honda Jazz,Honda,Jazz,6,80000,Individual,Diesel,Manual,27.3,1498,2,5,475000
18017,Mahindra Scorpio,Mahindra,Scorpio,6,100000,Individual,Diesel,Manual,15.4,2523,1,7,800000
13497,Maruti Ignis,Maruti,Ignis,4,29000,Dealer,Petrol,Manual,20.89,1197,2,5,520000
5341,Maruti Baleno,Maruti,Baleno,4,35000,Dealer,Petrol,Automatic,19.56,1197,2,5,670000
8729,Tata Hexa,Tata,Hexa,4,60000,Dealer,Diesel,Manual,17.6,2179,3,7,1200000
17597,Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Diesel,Manual,19.3,1248,1,5,340000
16583,Hyundai Verna,Hyundai,Verna,8,48000,Dealer,Petrol,Manual,17.01,1591,3,5,510000
12749,Maruti Celerio,Maruti,Celerio,2,30000,Dealer,Petrol,Manual,21.63,998,1,5,420000
878,Honda City,Honda,City,4,32440,Individual,Petrol,Manual,17.4,1497,2,5,785000
14934,Volkswagen Polo,Volkswagen,Polo,7,40000,Individual,Diesel,Manual,20.14,1498,2,5,600000
11020,Datsun GO,Datsun,GO,7,35000,Individual,Petrol,Manual,20.63,1198,1,5,190000
14264,Honda Amaze,Honda,Amaze,6,54591,Dealer,Diesel,Manual,25.8,1498,2,5,425000
11628,Hyundai Verna,Hyundai,Verna,4,10000,Individual,Petrol,Manual,17.0,1591,3,5,1125000
18663,Hyundai Santro,Hyundai,Santro,14,44000,Dealer,Petrol,Manual,17.92,1086,1,5,245000
8048,Maruti Alto,Maruti,Alto,9,75000,Individual,Petrol,Manual,19.7,796,1,5,222000
9881,Maruti Vitara,Maruti,Vitara,2,19910,Dealer,Diesel,Automatic,24.3,1248,2,5,1050000
11675,Mahindra Scorpio,Mahindra,Scorpio,8,56000,Dealer,Diesel,Manual,12.05,2179,2,8,625000
15436,Maruti Swift,Maruti,Swift,5,51000,Individual,Petrol,Manual,20.4,1197,2,5,525000
14463,Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Petrol,Automatic,19.12,1373,2,5,625000
10877,Hyundai Verna,Hyundai,Verna,6,27500,Dealer,Petrol,Manual,17.7,1497,2,5,490000
7983,Maruti Swift Dzire,Maruti,Swift Dzire,6,44842,Dealer,Diesel,Manual,28.4,1248,1,5,575000
2407,Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Dealer,Diesel,Manual,19.3,1248,1,5,485000
11596,Tata Tigor,Tata,Tigor,3,40000,Individual,Petrol,Manual,20.3,1199,2,5,550000
3997,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,2,5,425000
16816,Mahindra Bolero,Mahindra,Bolero,11,47000,Dealer,Diesel,Manual,14.0,2523,2,7,545000
19119,Maruti Ertiga,Maruti,Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,2,7,750000
7258,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,1,5,500000
6876,Toyota Innova,Toyota,Innova,9,160000,Individual,Diesel,Manual,12.8,2494,2,8,700000
12999,Maruti Ciaz,Maruti,Ciaz,4,480000,Dealer,Diesel,Manual,28.09,1248,2,5,725000
17733,Maruti Alto,Maruti,Alto,8,40000,Individual,Petrol,Manual,20.92,998,1,5,230000
4813,Honda City,Honda,City,6,24000,Dealer,Petrol,Automatic,18.0,1497,2,5,825000
12665,Hyundai Grand,Hyundai,Grand,6,41000,Dealer,Petrol,Automatic,18.9,1197,2,5,540000
14544,Maruti Swift Dzire,Maruti,Swift Dzire,3,72000,Dealer,Diesel,Manual,28.4,1248,1,5,680000
4208,Hyundai Verna,Hyundai,Verna,4,45000,Individual,Diesel,Manual,22.0,1582,3,5,1050000
6719,Maruti Vitara,Maruti,Vitara,4,80321,Dealer,Diesel,Manual,24.3,1248,2,5,960000
12866,Maruti Swift,Maruti,Swift,6,30041,Dealer,Petrol,Manual,21.21,1197,2,5,390000
13054,Honda City,Honda,City,4,10000,Dealer,Petrol,Automatic,18.0,1497,2,5,1025000
2316,Mahindra XUV500,Mahindra,XUV500,6,57000,Individual,Diesel,Manual,16.0,1997,3,7,925000
1166,Honda Jazz,Honda,Jazz,6,88541,Dealer,Diesel,Manual,27.3,1498,2,5,500000
11869,Honda City,Honda,City,11,80000,Individual,Petrol,Manual,17.0,1497,2,5,280000
10804,Maruti Baleno,Maruti,Baleno,3,20000,Individual,Diesel,Manual,27.39,1248,1,5,750000
2488,Maruti Vitara,Maruti,Vitara,4,77665,Dealer,Diesel,Manual,24.3,1248,2,5,850000
6938,Maruti Wagon R,Maruti,Wagon R,2,5400,Dealer,Petrol,Automatic,20.52,1197,2,5,625000
4387,Hyundai i20,Hyundai,i20,8,37000,Dealer,Petrol,Manual,18.5,1197,2,5,395000
1555,Hyundai Grand,Hyundai,Grand,4,22000,Individual,Petrol,Manual,18.9,1197,2,5,490000
19309,Mahindra KUV,Mahindra,KUV,3,50000,Individual,CNG,Manual,18.15,1198,2,6,400000
12907,Audi A4,Audi,A4,5,51000,Dealer,Diesel,Automatic,18.25,1968,3,5,1850000
17557,Hyundai i20,Hyundai,i20,4,33181,Trustmark Dealer,Petrol,Manual,18.6,1197,2,5,625000
10137,Mahindra Bolero,Mahindra,Bolero,13,95000,Individual,Diesel,Manual,13.6,2523,1,7,300000
15286,Honda City,Honda,City,6,80000,Individual,Diesel,Manual,26.0,1498,2,5,760000
17462,Hyundai Grand,Hyundai,Grand,3,5000,Individual,Petrol,Manual,18.9,1197,2,5,640000
12005,Honda City,Honda,City,2,10000,Dealer,Petrol,Automatic,18.0,1497,2,5,1350000
13951,Audi A6,Audi,A6,5,58000,Dealer,Diesel,Automatic,18.53,1968,3,5,2675000
1308,Hyundai i10,Hyundai,i10,5,47000,Dealer,Petrol,Manual,20.36,1197,2,5,365000
1090,Mahindra Scorpio,Mahindra,Scorpio,4,50000,Individual,Diesel,Manual,15.4,2179,2,7,970000
4904,Jaguar XF,Jaguar,XF,6,29000,Dealer,Diesel,Automatic,16.36,2179,3,5,3200000
3657,Maruti Swift Dzire,Maruti,Swift Dzire,9,34000,Individual,Petrol,Manual,19.1,1197,2,5,455000
14718,Honda City,Honda,City,3,20000,Dealer,Petrol,Manual,17.4,1497,2,5,1245000
5362,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Diesel,Manual,28.4,1248,1,5,560000
16371,Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,1,5,200000
7143,Hyundai Elantra,Hyundai,Elantra,6,80000,Dealer,Diesel,Automatic,19.5,1582,3,5,1050000
3318,Renault KWID,Renault,KWID,6,45006,Dealer,Petrol,Manual,25.17,799,1,5,269000
16171,Volkswagen Polo,Volkswagen,Polo,2,23368,Dealer,Diesel,Manual,20.14,1498,2,5,810000
14697,Hyundai i20,Hyundai,i20,9,64198,Dealer,Diesel,Manual,21.9,1396,2,5,415000
11699,Hyundai Santro,Hyundai,Santro,7,40000,Individual,Petrol,Manual,17.92,1086,1,5,200000
16396,Maruti Vitara,Maruti,Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,2,5,711000
7985,Maruti Alto,Maruti,Alto,6,76407,Dealer,Petrol,Manual,23.95,998,1,5,300000
6976,Toyota Innova,Toyota,Innova,5,92000,Dealer,Diesel,Manual,12.8,2494,2,7,1150000
9329,Hyundai Santro,Hyundai,Santro,13,89346,Individual,Petrol,Manual,17.92,1086,1,5,100000
15510,Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,Diesel,Manual,19.3,1248,1,5,465000
6520,Maruti Swift,Maruti,Swift,8,70000,Dealer,Diesel,Manual,28.4,1248,1,5,490000
17004,Maruti Ertiga,Maruti,Ertiga,5,135000,Individual,Diesel,Manual,24.52,1248,2,7,900000
12381,Hyundai i20,Hyundai,i20,8,80849,Dealer,Diesel,Manual,22.54,1396,2,5,290000
518,Mahindra XUV500,Mahindra,XUV500,5,83000,Dealer,Diesel,Manual,16.0,1997,3,7,1025000
5428,Maruti Wagon R,Maruti,Wagon R,12,64000,Individual,LPG,Manual,17.3,1061,1,5,160000
15536,Renault KWID,Renault,KWID,3,50000,Individual,Petrol,Manual,25.17,799,1,5,250000
18131,Ford Freestyle,Ford,Freestyle,3,30000,Individual,Petrol,Manual,19.0,1194,2,5,680000
13591,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,70000,Dealer,Diesel,Automatic,10.0,2148,3,5,1025000
8579,Hyundai i10,Hyundai,i10,13,73000,Dealer,Petrol,Manual,19.81,1086,1,5,180000
14986,Renault Triber,Renault,Triber,2,35000,Individual,Petrol,Manual,20.0,999,1,7,550000
10151,Maruti Swift,Maruti,Swift,8,60000,Individual,Diesel,Manual,22.9,1248,1,5,380000
12139,Maruti Swift,Maruti,Swift,11,75000,Dealer,Petrol,Manual,16.1,1197,2,5,240000
13879,Audi A4,Audi,A4,5,29000,Dealer,Petrol,Automatic,15.64,1798,3,5,1890000
11150,Honda City,Honda,City,7,25000,Dealer,Diesel,Manual,26.0,1498,2,5,525000
9037,BMW 3,BMW,3,5,12000,Dealer,Diesel,Automatic,13.2,1995,3,5,2300000
14985,Honda Jazz,Honda,Jazz,5,103000,Dealer,Diesel,Manual,27.3,1498,2,5,625000
12259,Renault Duster,Renault,Duster,8,66733,Dealer,Diesel,Manual,19.01,1461,2,5,409000
3730,Hyundai i20,Hyundai,i20,8,52891,Dealer,Petrol,Manual,18.6,1197,2,5,450000
2597,Hyundai Verna,Hyundai,Verna,8,51000,Dealer,Diesel,Automatic,22.32,1582,3,5,550000
19094,Maruti Swift Dzire,Maruti,Swift Dzire,5,63581,Dealer,Petrol,Manual,20.85,1197,2,5,570000
5077,Maruti Alto,Maruti,Alto,5,52361,Dealer,Petrol,Manual,23.95,998,1,5,350000
5803,Hyundai i20,Hyundai,i20,3,50000,Individual,Diesel,Manual,22.54,1396,2,5,750000
1314,Hyundai i20,Hyundai,i20,7,67300,Dealer,Diesel,Manual,23.0,1396,2,5,368000
15766,Hyundai i20,Hyundai,i20,5,70000,Individual,Petrol,Manual,18.6,1197,2,5,450000
1725,Hyundai Tucson,Hyundai,Tucson,4,52600,Dealer,Diesel,Automatic,16.38,1995,3,5,1790000
9884,Volkswagen Vento,Volkswagen,Vento,8,50000,Individual,Diesel,Manual,20.54,1598,2,5,320000
17252,Maruti Alto,Maruti,Alto,10,59455,Dealer,Petrol,Manual,19.7,796,1,5,175000
9778,Maruti Ignis,Maruti,Ignis,1,10000,Individual,Petrol,Manual,20.89,1197,2,5,535000
7478,Hyundai Grand,Hyundai,Grand,5,77000,Individual,Petrol,Manual,18.9,1197,2,5,500000
13820,Honda City,Honda,City,10,65000,Dealer,Petrol,Manual,17.0,1497,2,5,350000
14111,Mahindra XUV500,Mahindra,XUV500,8,80220,Dealer,Diesel,Manual,15.1,2179,3,7,675000
7362,Maruti Wagon R,Maruti,Wagon R,13,70000,Individual,LPG,Manual,17.3,1061,1,5,117000
6765,Renault KWID,Renault,KWID,4,9000,Individual,Petrol,Manual,25.17,799,1,5,410000
11078,Maruti Swift Dzire,Maruti,Swift Dzire,8,63980,Dealer,Diesel,Manual,19.3,1248,1,5,450000
18454,Volkswagen Polo,Volkswagen,Polo,3,16000,Dealer,Petrol,Manual,16.2,1199,1,5,635000
896,Audi A4,Audi,A4,7,56000,Dealer,Diesel,Automatic,16.55,1968,3,5,1550000
18142,Datsun GO,Datsun,GO,5,36583,Dealer,Petrol,Manual,20.63,1198,1,5,240000
1058,Honda City,Honda,City,12,66000,Dealer,Petrol,Manual,17.0,1497,2,5,262000
19390,Tata Nexon,Tata,Nexon,3,18000,Individual,Diesel,Automatic,21.5,1497,2,5,1030000
11999,Maruti Vitara,Maruti,Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,2,5,890000
6979,Maruti Baleno,Maruti,Baleno,3,74000,Individual,Diesel,Manual,27.39,1248,1,5,750000
4769,Maruti Baleno,Maruti,Baleno,5,15068,Dealer,Petrol,Manual,21.4,1197,2,5,560000
5400,Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,2,5,370000
17092,Mahindra KUV,Mahindra,KUV,5,50000,Dealer,Diesel,Manual,25.32,1198,2,5,550000
14240,Hyundai Creta,Hyundai,Creta,4,48000,Dealer,Diesel,Manual,20.5,1582,3,5,985000
17180,Mahindra XUV500,Mahindra,XUV500,8,113000,Dealer,Diesel,Manual,16.0,2179,3,7,650000
13279,Ford Endeavour,Ford,Endeavour,9,58000,Dealer,Diesel,Automatic,11.4,2953,3,7,750000
13929,Mahindra Scorpio,Mahindra,Scorpio,11,120000,Individual,Diesel,Manual,14.0,2523,1,7,200000
3058,Maruti Ertiga,Maruti,Ertiga,6,57748,Dealer,CNG,Manual,17.5,1373,2,7,675000
2876,Toyota Innova,Toyota,Innova,4,100000,Dealer,Diesel,Automatic,11.36,2755,3,7,1575000
11231,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,1,5,690000
10440,Hyundai Creta,Hyundai,Creta,5,60000,Dealer,Diesel,Manual,21.38,1396,2,5,770000
17316,Tata Safari,Tata,Safari,10,35000,Individual,Diesel,Manual,13.93,2179,3,7,675000
8636,Toyota Fortuner,Toyota,Fortuner,10,181000,Dealer,Diesel,Manual,11.5,2982,3,7,1195000
1315,Renault Duster,Renault,Duster,9,100000,Individual,Diesel,Manual,19.01,1461,2,5,550000
6575,Volkswagen Polo,Volkswagen,Polo,2,18000,Dealer,Petrol,Manual,18.78,999,1,5,700000
13718,Honda City,Honda,City,12,70000,Individual,Petrol,Automatic,16.8,1497,2,5,280000
2603,Mahindra KUV,Mahindra,KUV,5,11800,Dealer,Diesel,Manual,25.32,1198,2,5,450000
9321,Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,1,5,740000
7051,Hyundai i20,Hyundai,i20,8,52000,Dealer,Petrol,Manual,17.0,1197,2,5,465000
1103,Hyundai Verna,Hyundai,Verna,8,58000,Dealer,Diesel,Manual,22.32,1582,3,5,360000
4512,Maruti Ciaz,Maruti,Ciaz,5,33582,Dealer,Petrol,Automatic,19.12,1373,2,5,740000
18397,Maruti Celerio,Maruti,Celerio,6,110000,Individual,Petrol,Manual,23.1,998,1,5,240000
9053,Mahindra XUV500,Mahindra,XUV500,8,80000,Individual,Diesel,Manual,15.1,2179,3,7,700000
6561,Hyundai Grand,Hyundai,Grand,4,49000,Dealer,Petrol,Manual,18.9,1197,2,5,510000
418,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,1,5,675000
5036,Toyota Innova,Toyota,Innova,5,139000,Individual,Diesel,Manual,12.99,2494,2,8,1150000
8667,Maruti Wagon R,Maruti,Wagon R,11,31535,Dealer,LPG,Manual,14.6,998,1,5,265000
8823,Maruti Ertiga,Maruti,Ertiga,5,21600,Dealer,Petrol,Manual,17.5,1373,2,7,725000
1053,Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Petrol,Manual,21.21,1197,2,5,640000
8559,Maruti Ertiga,Maruti,Ertiga,3,80000,Individual,Diesel,Manual,24.52,1248,2,7,930000
334,Honda City,Honda,City,7,66100,Dealer,Diesel,Manual,26.0,1498,2,5,530000
19030,Maruti Wagon R,Maruti,Wagon R,16,50000,Individual,Petrol,Manual,18.9,998,1,5,75000
17086,Honda City,Honda,City,3,70000,Individual,Petrol,Manual,17.4,1497,2,5,800000
11832,Tata Tigor,Tata,Tigor,3,30000,Individual,Petrol,Manual,20.3,1199,2,5,495000
17013,Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,2,5,720000
19377,Maruti Wagon R,Maruti,Wagon R,13,110000,Individual,Petrol,Manual,18.9,1061,1,5,120000
2079,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,20.36,1197,2,5,190000
11295,Maruti Celerio,Maruti,Celerio,4,19000,Individual,Petrol,Manual,23.1,998,1,5,410000
9264,Mahindra KUV,Mahindra,KUV,5,65000,Dealer,Diesel,Manual,25.32,1198,2,6,345000
3152,Honda City,Honda,City,3,15000,Individual,Diesel,Manual,25.6,1498,2,5,975000
8773,Honda Jazz,Honda,Jazz,4,34000,Dealer,Petrol,Automatic,18.2,1199,2,5,550000
563,Maruti Wagon R,Maruti,Wagon R,10,83000,Dealer,Petrol,Manual,18.9,998,1,5,180000
11300,Hyundai Verna,Hyundai,Verna,1,5000,Individual,Petrol,Manual,17.7,1497,2,5,816000
329,Hyundai i20,Hyundai,i20,8,90000,Individual,Diesel,Manual,22.54,1396,2,5,285000
13215,Ford Freestyle,Ford,Freestyle,1,3957,Dealer,Petrol,Manual,19.0,1194,2,5,570000
1575,Maruti Dzire VXI,Maruti,Dzire VXI,1,8000,Individual,Petrol,Manual,23.26,1197,2,5,650000
19195,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Petrol,Manual,20.85,1197,2,5,590000
19001,Honda City,Honda,City,5,50000,Individual,Petrol,Manual,17.8,1497,2,5,600000
4438,Maruti Swift Dzire,Maruti,Swift Dzire,8,154000,Individual,Petrol,Manual,19.1,1197,2,5,420000
8622,Renault Duster,Renault,Duster,7,85000,Dealer,Diesel,Manual,19.01,1461,2,5,575000
6185,Honda City,Honda,City,2,12000,Dealer,Diesel,Manual,25.6,1498,2,5,1080000
10406,Maruti Wagon R,Maruti,Wagon R,10,130890,Individual,Petrol,Manual,18.9,998,1,5,160000
19048,Hyundai Verna,Hyundai,Verna,9,70000,Individual,Diesel,Manual,22.32,1582,3,5,600000
3206,Maruti Ertiga,Maruti,Ertiga,5,61149,Dealer,Petrol,Manual,19.01,1462,2,7,755000
14622,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,11,50001,Dealer,Petrol,Automatic,10.13,3498,4,5,1751000
3815,Hyundai i20,Hyundai,i20,7,41000,Dealer,Petrol,Manual,18.5,1197,2,5,385000
17271,Maruti Ertiga,Maruti,Ertiga,5,56000,Individual,Diesel,Manual,24.52,1248,2,7,975000
14179,Audi A4,Audi,A4,9,81000,Individual,Diesel,Automatic,15.2,1968,3,5,1000000
15390,Honda CR-V,Honda,CR-V,3,13868,Dealer,Petrol,Automatic,13.1,1997,3,5,3200000
17077,Land Rover Rover,Land Rover,Rover,5,104000,Individual,Diesel,Automatic,12.51,2179,3,7,2700000
13221,Toyota Innova,Toyota,Innova,3,95000,Dealer,Diesel,Manual,13.68,2393,3,7,1194000
13623,Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,19.3,1248,1,5,260000
8137,Toyota Innova,Toyota,Innova,5,120000,Individual,Diesel,Manual,12.99,2494,2,7,900000
13242,Honda Jazz,Honda,Jazz,4,525000,Dealer,Petrol,Manual,18.7,1199,2,5,525000
6521,Volkswagen Vento,Volkswagen,Vento,9,120000,Individual,Diesel,Manual,20.54,1598,2,5,300000
16761,Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Manual,25.17,799,1,5,300000
264,Mahindra Scorpio,Mahindra,Scorpio,4,93000,Dealer,Diesel,Manual,15.4,1997,2,7,1060000
1709,Toyota Innova,Toyota,Innova,4,50000,Dealer,Petrol,Manual,11.25,2694,3,7,1500000
2477,Toyota Innova,Toyota,Innova,4,110000,Dealer,Diesel,Manual,13.68,2393,3,7,1700000
8732,Maruti Alto,Maruti,Alto,3,29000,Individual,Petrol,Manual,24.7,796,1,5,350000
5007,Maruti Alto,Maruti,Alto,2,20000,Individual,Petrol,Manual,23.95,998,1,5,370000
5674,Maruti Baleno,Maruti,Baleno,3,35000,Dealer,Diesel,Manual,27.39,1248,1,5,700000
567,Maruti Swift,Maruti,Swift,9,60000,Individual,Diesel,Manual,22.9,1248,1,5,400000
3706,Hyundai i20,Hyundai,i20,7,31847,Dealer,Petrol,Manual,18.5,1197,2,5,485000
6554,Hyundai i10,Hyundai,i10,6,36977,Dealer,Petrol,Manual,20.36,1197,2,5,422000
2766,Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,20.92,998,1,5,180000
11667,Renault Duster,Renault,Duster,3,90000,Individual,Diesel,Manual,19.87,1461,2,5,750000
19239,Maruti Celerio,Maruti,Celerio,4,15000,Dealer,Petrol,Automatic,21.63,998,1,5,540000
2320,Maruti Ciaz,Maruti,Ciaz,7,43612,Dealer,Petrol,Manual,20.73,1373,2,5,555000
705,Land Rover Rover,Land Rover,Rover,9,175000,Individual,Diesel,Automatic,11.8,2993,4,7,2500000
8056,Honda Amaze,Honda,Amaze,7,61000,Dealer,Diesel,Manual,25.8,1498,2,5,425000
4964,Mahindra Thar,Mahindra,Thar,2,16000,Dealer,Diesel,Manual,16.55,2498,2,6,970000
14330,Honda City,Honda,City,6,64000,Dealer,Diesel,Manual,25.1,1498,2,5,631000
9709,Maruti Swift,Maruti,Swift,3,39001,Dealer,Petrol,Automatic,21.21,1197,2,5,625000
595,Maruti Wagon R,Maruti,Wagon R,5,60000,Individual,Petrol,Manual,20.51,998,1,5,380000
7048,Hyundai i20,Hyundai,i20,5,38900,Individual,Petrol,Manual,18.6,1197,2,5,580000
4360,Hyundai Grand,Hyundai,Grand,6,88500,Dealer,Petrol,Manual,18.9,1197,2,5,445000
13680,Maruti Swift,Maruti,Swift,3,31000,Dealer,Petrol,Manual,22.0,1197,2,5,565000
8243,Hyundai Grand,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24.0,1120,1,5,460000
15259,Hyundai i10,Hyundai,i10,5,59265,Dealer,Petrol,Manual,19.81,1086,1,5,350000
6232,Maruti Alto,Maruti,Alto,8,180000,Individual,Petrol,Manual,22.74,796,1,5,180000
13044,BMW 5,BMW,5,7,41000,Dealer,Diesel,Automatic,22.48,1995,3,5,1890000
10859,Hyundai Santro,Hyundai,Santro,13,38500,Dealer,Petrol,Manual,17.92,1086,1,5,129000
6631,BMW 3,BMW,3,13,94603,Dealer,Petrol,Automatic,10.9,2497,4,5,650000
8496,Renault KWID,Renault,KWID,5,63000,Dealer,Petrol,Manual,23.01,999,1,5,350000
8798,Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,23.95,998,1,5,355000
15673,Maruti Wagon R,Maruti,Wagon R,10,66000,Dealer,Petrol,Manual,18.9,998,1,5,245000
9103,Hyundai i20,Hyundai,i20,7,72536,Dealer,Petrol,Manual,17.0,1197,2,5,480000
7766,Maruti Alto,Maruti,Alto,5,48000,Dealer,Petrol,Manual,23.95,998,1,5,311000
4235,Hyundai Verna,Hyundai,Verna,10,138886,Dealer,Diesel,Manual,16.8,1493,2,5,450000
5361,Maruti Celerio,Maruti,Celerio,2,58000,Dealer,Petrol,Manual,21.63,998,1,5,495000
16546,Maruti Swift Dzire,Maruti,Swift Dzire,13,115000,Individual,Diesel,Manual,19.3,1248,1,5,350000
4600,Honda Jazz,Honda,Jazz,5,48000,Dealer,Diesel,Manual,27.3,1498,2,5,550000
15201,Toyota Innova,Toyota,Innova,3,29000,Dealer,Diesel,Manual,13.68,2393,3,7,1775000
14413,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,50000,Dealer,Diesel,Automatic,11.3,2987,4,7,4255000
4141,Honda City,Honda,City,11,77250,Dealer,Petrol,Automatic,16.8,1497,2,5,349000
8808,Maruti Swift Dzire,Maruti,Swift Dzire,6,32524,Dealer,Petrol,Manual,19.0,1197,2,5,560000
811,Datsun GO,Datsun,GO,3,68000,Individual,Petrol,Manual,19.83,1198,1,5,370000
7750,Maruti Wagon R,Maruti,Wagon R,9,58000,Dealer,Petrol,Manual,18.9,998,1,5,310000
716,Ford Ecosport,Ford,Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,3,5,800000
1152,Honda Amaze,Honda,Amaze,5,13433,Dealer,Petrol,Manual,17.8,1198,2,5,551000
16173,Hyundai Verna,Hyundai,Verna,6,30000,Dealer,Petrol,Manual,17.1,1591,3,5,635000
18770,Audi A6,Audi,A6,8,45000,Dealer,Diesel,Automatic,17.68,1968,3,5,1390000
664,Hyundai Creta,Hyundai,Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,3,5,1250000
16714,Maruti Swift,Maruti,Swift,3,80000,Individual,Diesel,Manual,28.4,1248,1,5,675000
4153,Honda City,Honda,City,5,50000,Individual,Diesel,Manual,26.0,1498,2,5,850000
17549,Renault Duster,Renault,Duster,8,250000,Individual,Diesel,Manual,20.45,1461,2,5,550000
15458,Maruti Baleno,Maruti,Baleno,4,60000,Individual,Diesel,Manual,27.39,1248,1,5,700000
5649,Ford Freestyle,Ford,Freestyle,2,5000,Dealer,Petrol,Manual,19.0,1194,2,5,670000
11754,Honda City,Honda,City,11,72000,Dealer,Petrol,Automatic,16.8,1497,2,5,331000
4605,Toyota Innova,Toyota,Innova,5,72000,Dealer,Diesel,Manual,13.68,2393,3,7,1765000
